City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Tecoanapa,MX,16.5167,-98.75,78.24,78,9,4.79,clear sky
461,Lienz,AT,46.8289,12.769,39.18,95,100,3.67,overcast clouds
462,Ahar,IR,38.4774,47.0699,15.49,84,16,7.9,few clouds
463,Fort Abbas,PK,29.1925,72.8536,63.1,30,100,8.28,overcast clouds
464,Kiama,AU,-34.6833,150.8667,78.01,93,98,1.01,overcast clouds
465,Caxito,AO,-8.5785,13.6643,77.65,90,90,0.38,overcast clouds
466,Vrable,SK,48.2437,18.3085,33.69,82,100,5.23,overcast clouds
467,Inirida,CO,3.8653,-67.9239,76.35,93,76,2.01,broken clouds
468,Durban,ZA,-29.8579,31.0292,71.02,92,99,1.01,overcast clouds
469,Aitape,PG,-3.1374,142.3475,83.23,79,100,7.31,overcast clouds
470,Bandarbeyla,SO,9.4942,50.8122,78.37,62,92,10.83,overcast clouds
471,Charyshskoye,RU,51.3978,83.5598,21.02,91,100,3.62,overcast clouds
472,Aktau,KZ,43.65,51.2,19.98,83,32,19.26,scattered clouds
473,Porto Walter,BR,-8.2686,-72.7439,75.67,85,7,3.04,clear sky
474,Drayton Valley,CA,53.2168,-114.9854,-14.17,97,100,3.13,overcast clouds
475,Nabire,ID,-3.3667,135.4833,87.93,63,99,4.41,overcast clouds
476,Benin,BJ,9.5,2.25,74.52,22,24,4.74,few clouds
477,Ariano Irpino,IT,41.1489,15.0833,51.85,90,100,8.9,overcast clouds
478,Samut Prakan,TH,13.5,100.45,85.37,72,7,9.78,clear sky
479,Byron Bay,AU,-28.65,153.6167,84.31,74,100,6.24,light rain
480,Iskateley,RU,67.6803,53.1512,-2.67,96,95,7.94,overcast clouds
481,Lodja,CD,-3.4833,23.4333,67.57,99,100,1.03,moderate rain
482,Montelibano,CO,7.9829,-75.4229,75.25,94,98,4.94,overcast clouds
483,Touros,BR,-5.1989,-35.4608,83.3,85,96,6.26,overcast clouds
484,Namibe,AO,-15.1961,12.1522,67.51,70,89,11.01,overcast clouds
485,Saint-Leu,RE,-21.15,55.2833,77.86,82,32,0.31,scattered clouds
486,Vermilion,US,40.1667,-87.7506,48.96,74,0,4.97,clear sky
487,Srednekolymsk,RU,67.45,153.6833,-30.59,99,100,6.26,overcast clouds
488,Kurashiki,JP,34.5833,133.7667,42.37,61,89,18.81,overcast clouds
489,Barcelona,ES,41.3888,2.159,56.53,77,20,1.01,few clouds
490,Ondjiva,AO,-17.0667,15.7333,73.18,20,98,4.9,overcast clouds
491,Los Llanos De Aridane,ES,28.6585,-17.9182,59.13,85,0,7.0,clear sky
492,Norilsk,RU,69.3535,88.2027,-6.18,95,59,6.17,broken clouds
493,Malakal,SS,9.5334,31.6605,73.87,23,90,6.64,overcast clouds
494,Richards Bay,ZA,-28.783,32.0377,71.46,85,98,10.45,overcast clouds
495,Toora-Khem,RU,52.4675,96.11,-23.01,99,95,0.38,overcast clouds
496,Isangel,VU,-19.55,169.2667,87.91,70,50,4.61,scattered clouds
497,Palmas,BR,-10.2128,-48.3603,75.07,94,90,2.3,overcast clouds
498,Buin,CL,-33.7333,-70.75,79.74,43,87,2.24,overcast clouds
499,Moerai,PF,-22.4333,-151.3333,77.09,70,8,20.49,clear sky
500,Lakatoro,VU,-16.0999,167.4164,85.57,69,84,6.06,broken clouds
501,Krutinka,RU,56.0055,71.5113,-19.12,98,9,4.65,clear sky
502,Port Hardy,CA,50.6996,-127.4199,26.78,80,90,13.8,light snow
503,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,91,99,25.26,overcast clouds
504,Kavieng,PG,-2.5744,150.7967,82.96,79,100,8.41,moderate rain
505,San Quintin,MX,30.4833,-115.95,58.55,78,99,10.65,overcast clouds
506,Matadi,CD,-5.8167,13.45,74.97,97,100,3.02,light rain
507,Plouzane,FR,48.3833,-4.6167,52.12,96,90,9.22,overcast clouds
508,Dukat,RU,62.55,155.55,-33.45,98,100,4.72,overcast clouds
509,Dunmore Town,BS,25.5,-76.65,73.13,58,0,7.23,clear sky
510,Waddan,LY,29.1614,16.139,52.86,42,62,6.31,broken clouds
511,Charters Towers,AU,-20.1,146.2667,86.7,52,100,16.42,overcast clouds
512,Half Moon Bay,US,37.4636,-122.4286,49.41,89,90,1.01,overcast clouds
513,Ambon,ID,-3.6954,128.1814,84.92,74,100,15.3,overcast clouds
514,Joshimath,IN,30.5667,79.5667,34.79,43,51,7.18,broken clouds
515,Rach Gia,VN,10.0167,105.0833,80.55,81,80,6.98,broken clouds
516,Mazagao,BR,-0.115,-51.2894,75.25,98,100,3.15,overcast clouds
517,La Palma,US,33.8464,-118.0467,53.91,88,40,1.99,scattered clouds
518,Laela,TZ,-8.5667,32.05,62.42,60,41,1.45,scattered clouds
519,Shagonar,RU,51.5333,92.8,-21.12,98,90,2.91,overcast clouds
520,Gat,IL,31.61,34.7642,50.4,65,0,4.7,clear sky
521,Colares,PT,38.7992,-9.4469,58.89,79,100,13.0,overcast clouds
522,Yumen,CN,40.2833,97.2,5.59,56,6,18.97,clear sky
523,Barth,DE,54.3635,12.7249,24.12,70,19,10.83,few clouds
524,Genhe,CN,50.7833,121.5167,-17.14,86,100,3.0,overcast clouds
525,Mocuba,MZ,-16.8392,36.9856,73.08,91,100,0.29,overcast clouds
526,Oussouye,SN,12.485,-16.5469,71.78,46,80,5.12,broken clouds
527,Meulaboh,ID,4.1363,96.1285,79.92,74,17,2.68,few clouds
528,Ketchikan,US,55.3422,-131.6461,17.58,52,1,8.05,clear sky
529,Susaki,JP,33.3667,133.2833,42.87,50,25,17.29,scattered clouds
530,Denia,ES,38.8408,0.1057,62.85,69,99,3.0,overcast clouds
531,Balkhash,KZ,46.844,74.9804,21.81,100,90,6.71,fog
532,Krasnovishersk,RU,60.4078,57.082,14.95,91,100,14.67,light snow
533,Te Anau,NZ,-45.4167,167.7167,63.25,66,80,7.76,broken clouds
534,Tirumullaivasal,IN,11.2333,79.8333,73.65,77,95,5.08,overcast clouds
535,Mitsamiouli,KM,-11.3847,43.2844,81.59,71,12,13.24,few clouds
536,Xining,CN,36.6167,101.7667,9.27,75,83,1.5,broken clouds
537,Gdov,RU,58.7406,27.8122,19.2,84,100,13.73,overcast clouds
538,Fortuna,US,40.5982,-124.1573,41.34,95,75,1.01,broken clouds
539,Lethem,GY,3.3803,-59.7968,79.86,69,87,8.63,overcast clouds
540,Makakilo City,US,21.3469,-158.0858,75.56,61,40,8.05,scattered clouds
541,Ambunti,PG,-4.2365,142.8448,80.46,86,100,2.82,overcast clouds
542,Port Hedland,AU,-20.3167,118.5667,109.45,18,98,12.66,overcast clouds
543,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.3,91,89,9.48,overcast clouds
544,Male,MV,4.1748,73.5089,81.3,64,80,12.71,broken clouds
545,Yenagoa,NG,4.9247,6.2642,76.15,89,61,2.89,broken clouds
546,Kutum,SD,14.2,24.6667,55.89,26,79,5.91,broken clouds
547,Bargarh,IN,21.3333,83.6167,62.82,63,1,1.59,clear sky
548,Sehithwa,BW,-20.4667,22.7167,73.54,70,92,10.45,overcast clouds
549,Toamasina,MG,-18.1667,49.3833,80.6,94,75,1.14,broken clouds
550,Ballina,AU,-28.8667,153.5667,84.38,77,99,5.3,overcast clouds
551,Najran,SA,17.4924,44.1277,63.25,33,0,3.18,clear sky
552,Pokhara,NP,28.2333,83.9833,50.94,47,17,5.12,few clouds
553,Emerald,AU,-23.5333,148.1667,83.34,67,100,6.89,light rain
554,Lapao,BR,-11.3833,-41.8319,65.8,98,100,10.51,overcast clouds
555,Santa Cruz De La Palma,ES,28.6835,-17.7642,63.14,77,0,3.44,clear sky
556,Omsukchan,RU,62.5333,155.8,-30.96,96,100,4.97,overcast clouds
557,Ignalina,LT,55.35,26.1667,25.63,92,100,16.24,light snow
558,Snyder,US,32.7179,-100.9176,69.35,34,1,4.61,clear sky
559,Abu Samrah,SY,35.3029,37.1841,40.55,71,1,3.42,clear sky
560,Stornoway,GB,58.2093,-6.3865,39.16,73,14,1.99,few clouds
561,Pangody,RU,65.85,74.4859,-14.1,97,38,11.48,scattered clouds
562,Kolobrzeg,PL,54.1757,15.5834,13.35,82,10,14.83,clear sky
563,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.07,96,84,0.98,broken clouds
564,Sao Miguel Do Iguacu,BR,-25.3481,-54.2378,79.81,39,5,2.42,clear sky
565,Santa Isabel,BR,-23.3156,-46.2214,66.65,96,13,1.79,few clouds
566,Katsuura,JP,35.1333,140.3,42.91,42,51,6.8,broken clouds
567,Vanavara,RU,60.34,102.2797,-12.57,100,100,1.07,overcast clouds
568,Mogadishu,SO,2.0371,45.3438,77.07,81,98,14.63,overcast clouds
569,Constantine,DZ,36.365,6.6147,49.41,76,0,2.3,clear sky
570,Kuching,MY,1.55,110.3333,86.22,74,40,3.44,scattered clouds
571,Porto Novo,BJ,6.4965,2.6036,80.42,84,17,4.68,few clouds
572,Coronel,CL,-37.0167,-73.1333,64.42,65,0,9.8,clear sky
573,Saint Anthony,US,45.0205,-93.218,23.25,68,90,1.01,overcast clouds
574,Usinsk,RU,65.9939,57.5281,5.02,83,100,13.04,overcast clouds
575,Doka,SD,13.5167,35.7667,73.36,57,6,7.94,clear sky
576,Salmas,IR,38.1973,44.7653,11.39,74,60,2.21,broken clouds
577,Carlos Antonio Lopez,PY,-26.4,-54.7667,76.69,42,57,1.48,broken clouds
578,Makokou,GA,0.5738,12.8642,73.47,80,100,1.97,overcast clouds
579,Vao,NC,-22.6667,167.4833,77.7,77,82,9.82,broken clouds
580,Coquimbo,CL,-29.9533,-71.3436,60.53,88,75,8.05,broken clouds
581,Marzuq,YE,14.4,46.4667,59.65,29,0,6.04,clear sky
582,Champerico,GT,14.3,-91.9167,81.36,70,13,8.43,few clouds
583,Kupang,ID,-10.1667,123.5833,79.38,94,90,12.66,heavy intensity rain
584,Kurduvadi,IN,18.0833,75.4333,67.12,49,0,5.44,clear sky
585,Payo,ID,-3.7508,103.6372,78.4,87,76,1.77,broken clouds
586,Beroroha,MG,-21.6667,45.1667,75.81,72,65,0.94,broken clouds
587,Pingyi,CN,35.5006,117.6308,18.52,27,0,5.97,clear sky
588,Parabel,RU,58.6978,81.4825,-13.49,99,24,4.25,few clouds
589,Saint-Francois,FR,46.4154,3.9054,44.47,99,90,3.44,mist
590,Suntar,RU,62.1444,117.6319,-34.85,99,78,3.65,broken clouds
591,Armizonskoye,RU,55.9461,67.6736,-12.71,95,8,7.31,clear sky
592,Namuac,PH,18.6109,121.1657,74.21,88,100,22.64,overcast clouds
593,Nioki,CD,-2.7167,17.6833,69.85,97,65,1.81,broken clouds
594,Hanmer Springs,NZ,-42.5167,172.8167,74.89,40,0,12.59,clear sky
595,Gizo,SB,-8.103,156.8419,83.14,74,100,11.7,light rain
596,Rudnogorsk,RU,57.2639,103.7519,-18.85,97,23,1.14,few clouds
597,Oxford,GB,51.7522,-1.256,45.45,97,75,1.01,moderate rain
598,Yanggu,CN,36.1106,115.7753,20.23,45,0,5.39,clear sky
599,Russell,US,32.3502,-85.1999,65.91,93,75,4.61,broken clouds
600,Abha,SA,18.2164,42.5053,55.22,88,0,9.22,clear sky
601,Kimbe,PG,-5.5502,150.1429,82.27,84,84,2.26,moderate rain
602,Lata,PT,40.1629,-8.3327,56.8,97,100,3.83,light rain
603,Sapa,PH,5.1544,120.3241,82.58,75,83,2.53,broken clouds
604,Eureka,US,40.8021,-124.1637,41.61,94,100,1.01,overcast clouds
605,Tsurib,RU,42.2368,46.8307,28.36,57,100,9.42,overcast clouds
606,Itoman,JP,26.1247,127.6694,59.38,77,75,19.57,broken clouds
607,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,75,34.09,broken clouds
608,Tshikapa,CD,-6.4167,20.8,69.31,97,92,1.61,overcast clouds
609,Viedma,AR,-40.8135,-62.9967,68.86,51,0,9.57,clear sky
610,Doha,QA,25.2867,51.5333,67.98,58,0,11.5,clear sky
611,Kushmurun,KZ,52.4503,64.6311,-11.34,97,9,3.29,clear sky
612,North Myrtle Beach,US,33.816,-78.68,68.0,87,8,3.0,clear sky
613,Paita,PE,-5.0892,-81.1144,68.61,84,41,15.79,scattered clouds
614,San Jose,US,37.3394,-121.895,49.57,92,90,5.75,mist
615,Naples,IT,40.8333,14.25,59.76,84,40,3.0,scattered clouds
616,Pavelets,RU,53.7883,39.246,6.58,95,6,9.78,clear sky
617,Puerto Leguizamo,CO,-0.1934,-74.7819,74.05,94,30,1.79,scattered clouds
618,Slave Lake,CA,55.2834,-114.769,-20.22,69,75,12.66,broken clouds
619,Alice Town,BS,25.7167,-79.3,74.12,65,0,7.4,clear sky
620,Aswan,EG,24.0934,32.907,49.3,46,0,14.97,clear sky
621,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,74.84,48,0,2.98,clear sky
622,Petrolina,BR,-9.3986,-40.5008,71.65,100,90,3.44,moderate rain
623,Atyrau,KZ,47.1167,51.8833,17.62,86,0,22.37,clear sky
624,Americus,US,32.0724,-84.2327,66.33,72,1,5.75,clear sky
625,Stephenville Crossing,CA,48.5,-58.4318,32.13,80,75,5.75,broken clouds
626,Celestun,MX,20.8667,-90.4,73.44,65,0,13.15,clear sky
627,Sukhodol,RU,53.9006,51.2117,25.21,95,100,21.88,light snow
628,Trairi,BR,-3.2778,-39.2689,80.19,79,100,7.76,overcast clouds
629,Umm Lajj,SA,25.0213,37.2685,66.99,41,0,2.95,clear sky
630,Olafsvik,IS,64.8945,-23.7142,30.15,76,100,24.54,overcast clouds
631,Farmington,US,36.7281,-108.2187,38.7,81,20,6.91,few clouds
632,Posse,BR,-14.0931,-46.3694,66.88,94,85,3.85,light rain
633,Misratah,LY,32.3754,15.0925,59.86,43,100,14.5,overcast clouds
634,Boiro,ES,42.65,-8.9,56.08,94,100,6.82,overcast clouds
635,Tarabuco,BO,-19.1667,-64.9167,48.33,86,100,5.55,overcast clouds
636,Bahia Blanca,AR,-38.7196,-62.2724,75.76,37,1,8.14,clear sky
637,Aracuai,BR,-16.8497,-42.0703,65.68,96,27,2.06,scattered clouds
638,Beidao,CN,34.5686,105.8933,23.22,44,17,4.21,few clouds
639,Sorland,NO,67.667,12.6934,35.17,50,100,9.06,light rain
640,Letka,RU,59.6011,49.4232,16.81,86,100,15.23,light snow
641,Hobyo,SO,5.3505,48.5268,77.74,75,41,12.12,scattered clouds
642,Zaozerne,UA,45.1582,33.2787,49.95,88,100,25.61,overcast clouds
643,Henderson,US,36.0397,-114.9819,56.82,47,90,16.11,overcast clouds
644,Rorvik,NO,64.8621,11.2373,37.51,56,100,19.48,light rain
645,Mana,GF,5.6592,-53.7767,76.48,89,70,6.06,broken clouds
646,Vredendal,ZA,-31.6683,18.5012,63.82,85,36,4.65,scattered clouds
647,Santa Ana,US,33.7456,-117.8678,53.78,89,40,0.0,scattered clouds
648,Itapetinga,BR,-15.2489,-40.2478,67.57,99,100,2.64,light rain
649,Aksarka,RU,66.5606,67.7975,-15.0,99,78,7.94,broken clouds
650,Hai Duong,VN,20.9333,106.3167,68.0,66,100,6.53,overcast clouds
651,Union,US,40.6334,-74.2663,54.09,86,90,5.75,overcast clouds
652,Aranyosapati,HU,48.206,22.2592,24.08,87,100,7.65,overcast clouds
653,Lazaro Cardenas,MX,17.9583,-102.2,76.42,79,22,4.16,few clouds
654,Gimli,CA,50.6336,-96.9907,-3.98,65,80,3.44,broken clouds
655,North Bend,US,43.4065,-124.2243,40.91,90,75,6.91,broken clouds
656,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,77,0,2.3,clear sky
657,Nome,US,64.5011,-165.4064,32.16,93,90,9.22,mist
658,Bulgan,MN,48.8125,103.5347,1.2,69,9,4.59,clear sky
659,Shumikha,RU,55.2261,63.2961,-5.82,90,5,11.79,clear sky
660,Avera,US,33.194,-82.5271,66.9,83,3,10.02,clear sky
661,Isawa,JP,35.65,138.6333,42.39,27,18,13.0,few clouds
662,Sistranda,NO,63.7256,8.834,35.91,77,100,8.88,light snow
663,Cepu,ID,-7.1475,111.5906,83.59,73,92,6.13,overcast clouds
664,Dickinson,US,29.4608,-95.0513,73.51,89,90,1.99,mist
665,Saint-Joseph,RE,-21.3667,55.6167,77.38,85,40,1.3,scattered clouds
666,Ukiah,US,39.1502,-123.2078,44.83,88,90,0.0,overcast clouds
667,Humaita,BR,-7.5061,-63.0208,78.21,91,100,3.31,moderate rain
668,Gunjur,GM,13.2019,-16.7339,75.27,41,0,11.5,clear sky
669,Kaabong,UG,3.4836,34.1492,66.02,77,78,14.54,broken clouds
670,Camacha,PT,33.0833,-16.3333,63.82,88,40,10.36,scattered clouds
671,Takoradi,GH,4.8845,-1.7554,79.72,84,55,6.71,broken clouds
672,Imeni Poliny Osipenko,RU,52.4201,136.4853,-21.78,92,22,1.23,few clouds
673,Antofagasta,CL,-23.65,-70.4,65.48,73,97,2.06,overcast clouds
674,Kayes,ML,14.0,-11.0,75.47,13,100,5.03,overcast clouds
675,Dangriga,BZ,16.9692,-88.2321,75.97,79,48,7.94,scattered clouds
676,Buta,CD,2.7858,24.73,70.0,99,98,1.28,light rain
677,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.79,92,98,2.77,overcast clouds
678,Menongue,AO,-14.6585,17.691,63.91,88,94,4.5,overcast clouds
679,Bowling Green,US,36.9903,-86.4436,66.13,77,20,4.61,few clouds
680,Prachin Buri,TH,14.0833,101.6667,77.25,71,22,5.39,few clouds
681,Kindu,CD,-2.95,25.95,69.35,99,100,1.3,overcast clouds
682,Sakaiminato,JP,35.55,133.2333,35.58,75,75,17.27,light shower snow
683,Talas,TR,38.6908,35.5538,14.67,86,0,4.61,clear sky
684,Galeana,MX,24.8333,-100.0667,60.64,54,0,0.83,clear sky
685,Greytown,ZA,-29.0642,30.5928,57.87,98,88,1.81,overcast clouds
686,Hisai,JP,34.6667,136.4667,38.79,70,64,15.93,broken clouds
687,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.37,79,0,3.44,clear sky
688,Necochea,AR,-38.5473,-58.7368,57.04,74,0,0.89,clear sky
